Test Size,Rate,Name Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.2,0.2,Im.ADABoost.SVM.2,10,100,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.SVM.12,10,100,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.1,10,100,0.5,0.9038461538461539,0.8,0.8503392987960295,0.6956521739130435,0.6153846153846154,0.8870967741935484,0.8519230769230769,"[[47  5]
 [ 2  8]]"
0.2,0.2,Im.ADABoost.W-SVM.2,10,100,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.12,10,100,0.5,0.9038461538461539,0.7,0.7954195796510843,0.6363636363636365,0.5833333333333334,0.8709677419354839,0.8019230769230768,"[[47  5]
 [ 3  7]]"
0.2,0.2,Im.ADABoost.SVM.1,20,10,0.3,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.SVM.2,20,10,0.3,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.SVM.12,20,10,0.3,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.1,20,10,0.3,0.8846153846153846,1.0,0.9405399431259602,0.7692307692307693,0.625,0.9032258064516129,0.9423076923076923,"[[46  6]
 [ 0 10]]"
0.2,0.2,Im.ADABoost.W-SVM.2,20,10,0.3,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.12,20,10,0.3,0.8269230769230769,1.0,0.9093531090412992,0.6896551724137931,0.5263157894736842,0.8548387096774194,0.9134615384615384,"[[43  9]
 [ 0 10]]"
0.2,0.2,Im.ADABoost.SVM.1,20,10,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.SVM.2,20,10,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.SVM.12,20,10,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.1,20,10,0.5,0.8846153846153846,1.0,0.9405399431259602,0.7692307692307693,0.625,0.9032258064516129,0.9423076923076923,"[[46  6]
 [ 0 10]]"
0.2,0.2,Im.ADABoost.W-SVM.2,20,10,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.12,20,10,0.5,0.7884615384615384,1.0,0.8879535677396304,0.6451612903225806,0.47619047619047616,0.8225806451612904,0.8942307692307692,"[[41 11]
 [ 0 10]]"
0.2,0.2,Im.ADABoost.SVM.1,20,100,0.3,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.SVM.2,20,100,0.3,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.SVM.12,20,100,0.3,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.1,20,100,0.3,0.8653846153846154,1.0,0.9302605094190635,0.7407407407407407,0.5882352941176471,0.8870967741935484,0.9326923076923077,"[[45  7]
 [ 0 10]]"
0.2,0.2,Im.ADABoost.W-SVM.2,20,100,0.3,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.12,20,100,0.3,0.9038461538461539,0.7,0.7954195796510843,0.6363636363636365,0.5833333333333334,0.8709677419354839,0.8019230769230768,"[[47  5]
 [ 3  7]]"
0.2,0.2,Im.ADABoost.SVM.1,20,100,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.SVM.2,20,100,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.SVM.12,20,100,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.1,20,100,0.5,0.9038461538461539,0.8,0.8503392987960295,0.6956521739130435,0.6153846153846154,0.8870967741935484,0.8519230769230769,"[[47  5]
 [ 2  8]]"
0.2,0.2,Im.ADABoost.W-SVM.2,20,100,0.5,0.9807692307692307,0.5,0.7002746713858894,0.625,0.8333333333333334,0.9032258064516129,0.7403846153846153,"[[51  1]
 [ 5  5]]"
0.2,0.2,Im.ADABoost.W-SVM.12,20,100,0.5,0.9038461538461539,0.7,0.7954195796510843,0.6363636363636365,0.5833333333333334,0.8709677419354839,0.8019230769230768,"[[47  5]
 [ 3  7]]"
