Test Size,Rate,Name Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.2,0.2,Decision Tree,None,none,none,0.93,0.5666666666666667,0.7259476565152615,0.591304347826087,0.6181818181818182,0.8694444444444445,0.7483333333333333,"[[279  21]
 [ 26  34]]"
0.2,0.2,SVM (lib),None,none,none,1.0,0.05,0.22360679774997896,0.09523809523809523,1.0,0.8416666666666667,0.525,"[[300   0]
 [ 57   3]]"
0.2,0.2,ADA_DSTree,None,none,none,0.9433333333333334,0.5333333333333333,0.7093032575077539,0.5871559633027523,0.6530612244897959,0.875,0.7383333333333333,"[[283  17]
 [ 28  32]]"
0.2,0.2,ADA_SVM,None,none,none,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[300   0]
 [ 60   0]]"
0.2,0.2,CNN,None,none,none,0.9966666666666667,0.1,0.3157002798013753,0.17910447761194032,0.8571428571428571,0.8472222222222222,0.5483333333333333,"[[299   1]
 [ 54   6]]"
0.2,0.14285714285714285,Decision Tree,None,none,none,0.9166666666666666,0.627906976744186,0.7586708082883098,0.5684210526315789,0.5192307692307693,0.880466472303207,0.7722868217054264,"[[275  25]
 [ 16  27]]"
0.2,0.14285714285714285,SVM (lib),None,none,none,1.0,0.0,0.0,0.0,0.0,0.8746355685131195,0.5,"[[300   0]
 [ 43   0]]"
0.2,0.14285714285714285,ADA_DSTree,None,none,none,0.9433333333333334,0.37209302325581395,0.5924590719517969,0.4210526315789474,0.48484848484848486,0.8717201166180758,0.6577131782945737,"[[283  17]
 [ 27  16]]"
0.2,0.14285714285714285,ADA_SVM,None,none,none,1.0,0.0,0.0,0.0,0.0,0.8746355685131195,0.5,"[[300   0]
 [ 43   0]]"
0.2,0.14285714285714285,CNN,None,none,none,0.99,0.09302325581395349,0.30346832331532386,0.16,0.5714285714285714,0.8775510204081632,0.5415116279069767,"[[297   3]
 [ 39   4]]"
0.2,0.1111111111111111,Decision Tree,None,none,none,0.9435215946843853,0.7878787878787878,0.8621952507160977,0.6842105263157895,0.6046511627906976,0.9281437125748503,0.8657001912815866,"[[284  17]
 [  7  26]]"
0.2,0.1111111111111111,SVM (lib),None,none,none,1.0,0.0,0.0,0.0,0.0,0.9011976047904192,0.5,"[[301   0]
 [ 33   0]]"
0.2,0.1111111111111111,ADA_DSTree,None,none,none,0.9700996677740864,0.21212121212121213,0.4536283913145477,0.2857142857142857,0.4375,0.8952095808383234,0.5911104399476493,"[[292   9]
 [ 26   7]]"
0.2,0.1111111111111111,ADA_SVM,None,none,none,1.0,0.0,0.0,0.0,0.0,0.9011976047904192,0.5,"[[301   0]
 [ 33   0]]"
0.2,0.1111111111111111,CNN,None,none,none,0.9966777408637874,0.0,0.0,0.0,0.0,0.8982035928143712,0.4983388704318937,"[[300   1]
 [ 33   0]]"
0.2,0.09090909090909091,Decision Tree,None,none,none,0.9634551495016611,0.4074074074074074,0.6265131799186573,0.44897959183673464,0.5,0.9176829268292683,0.6854312784545343,"[[290  11]
 [ 16  11]]"
0.2,0.09090909090909091,SVM (lib),None,none,none,1.0,0.0,0.0,0.0,0.0,0.9176829268292683,0.5,"[[301   0]
 [ 27   0]]"
